PHCoreImplementationGuide
=========================================

/home/runner/work/ph-core/ph-core/fsh-generated/resources/StructureDefinition-ph-core-allergyintolerance.json: line 1, col 120910, Info - This element does not match any known slice defined in the profile http://hl7.org/fhir/StructureDefinition/obligation|5.3.0 (this may not be a problem, but you should check that it's not intended to match a slice) (INFORMATIONAL)
/home/runner/work/ph-core/ph-core/fsh-generated/resources/StructureDefinition-ph-core-allergyintolerance.json: line 1, col 121302, Info - This element does not match any known slice defined in the profile http://hl7.org/fhir/StructureDefinition/obligation|5.3.0 (this may not be a problem, but you should check that it's not intended to match a slice) (INFORMATIONAL)
/home/runner/work/ph-core/ph-core/fsh-generated/resources/StructureDefinition-ph-core-allergyintolerance.json: line 1, col 123460, Info - This element does not match any known slice defined in the profile http://hl7.org/fhir/StructureDefinition/obligation|5.3.0 (this may not be a problem, but you should check that it's not intended to match a slice) (INFORMATIONAL)
/home/runner/work/ph-core/ph-core/fsh-generated/resources/StructureDefinition-ph-core-allergyintolerance.json: line 1, col 123843, Info - This element does not match any known slice defined in the profile http://hl7.org/fhir/StructureDefinition/obligation|5.3.0 (this may not be a problem, but you should check that it's not intended to match a slice) (INFORMATIONAL)
/home/runner/work/ph-core/ph-core/fsh-generated/resources/StructureDefinition-ph-core-allergyintolerance.json: line 1, col 124233, Info - This element does not match any known slice defined in the profile http://hl7.org/fhir/StructureDefinition/obligation|5.3.0 (this may not be a problem, but you should check that it's not intended to match a slice) (INFORMATIONAL)
/home/runner/work/ph-core/ph-core/fsh-generated/resources/StructureDefinition-ph-core-allergyintolerance.json: line 1, col 129610, Info - This element does not match any known slice defined in the profile http://hl7.org/fhir/StructureDefinition/obligation|5.3.0 (this may not be a problem, but you should check that it's not intended to match a slice) (INFORMATIONAL)
/home/runner/work/ph-core/ph-core/fsh-generated/resources/StructureDefinition-ph-core-allergyintolerance.json: line 1, col 129993, Info - This element does not match any known slice defined in the profile http://hl7.org/fhir/StructureDefinition/obligation|5.3.0 (this may not be a problem, but you should check that it's not intended to match a slice) (INFORMATIONAL)
/home/runner/work/ph-core/ph-core/fsh-generated/resources/StructureDefinition-ph-core-allergyintolerance.json: line 1, col 130383, Info - This element does not match any known slice defined in the profile http://hl7.org/fhir/StructureDefinition/obligation|5.3.0 (this may not be a problem, but you should check that it's not intended to match a slice) (INFORMATIONAL)
/home/runner/work/ph-core/ph-core/fsh-generated/resources/StructureDefinition-ph-core-allergyintolerance.json: line 1, col 132027, Info - This element does not match any known slice defined in the profile http://hl7.org/fhir/StructureDefinition/obligation|5.3.0 (this may not be a problem, but you should check that it's not intended to match a slice) (INFORMATIONAL)
/home/runner/work/ph-core/ph-core/fsh-generated/resources/StructureDefinition-ph-core-allergyintolerance.json: line 1, col 132410, Info - This element does not match any known slice defined in the profile http://hl7.org/fhir/StructureDefinition/obligation|5.3.0 (this may not be a problem, but you should check that it's not intended to match a slice) (INFORMATIONAL)
